256,2021-03-02,19:40:47
257,2021-03-02,19:20:02
258,2021-03-02,19:30:25
4,2021-03-02,11:12:05
4,2021-03-02,11:12:05
6,2021-03-02,11:32:51
9,2021-03-02,23:08:26
11,2021-03-02,11:53:36
12,2021-03-02,12:03:59
12,2021-03-02,12:35:07
13,2021-03-02,12:14:22
13,2021-03-02,12:24:47
52,2021-03-02,13:58:12
57,2021-03-02,14:08:34
62,2021-03-02,15:31:38
67,2021-03-02,17:05:03
72,2021-03-02,17:15:27
72,2021-03-02,16:44:18
83,2021-03-02,17:25:50
92,2021-03-02,17:36:12
110,2021-03-02,17:46:35
126,2021-03-02,17:56:59
145,2021-03-02,18:07:22
149,2021-03-02,18:17:45
159,2021-03-02,21:24:37
167,2021-03-02,18:28:07
190,2021-03-02,21:14:14
208,2021-03-02,18:48:53
222,2021-03-02,21:03:51
228,2021-03-02,20:43:06
230,2021-03-02,18:59:16
232,2021-03-02,20:32:43
236,2021-03-02,20:11:56
239,2021-03-02,20:53:28
244,2021-03-02,20:01:35
249,2021-03-02,20:22:19
255,2021-03-02,19:51:10
0,2021-03-02,03:24:53
0,2021-03-02,00:49:10
0,2021-03-02,02:43:22
0,2021-03-02,01:30:42
0,2021-03-02,00:07:39
0,2021-03-02,07:23:40
0,2021-03-02,00:49:10
0,2021-03-02,07:13:17
0,2021-03-02,06:31:46
0,2021-03-02,05:39:52
0,2021-03-02,05:08:43
0,2021-03-02,07:34:03
0,2021-03-02,09:38:38
0,2021-03-02,08:05:13
0,2021-03-02,08:46:44
0,2021-03-02,05:19:06
0,2021-03-02,05:50:15
0,2021-03-02,04:37:34
0,2021-03-02,09:49:01
0,2021-03-02,06:52:32
0,2021-03-02,03:56:02
0,2021-03-02,07:02:55
0,2021-03-02,10:30:33
0,2021-03-02,10:40:56
0,2021-03-02,06:21:23
0,2021-03-02,09:28:15
0,2021-03-02,06:11:01
0,2021-03-02,08:25:58
0,2021-03-02,04:27:11
0,2021-03-02,04:06:25
0,2021-03-02,06:00:38
0,2021-03-02,08:57:07
0,2021-03-02,03:24:53
0,2021-03-02,08:36:21
0,2021-03-02,10:09:47
0,2021-03-02,10:20:11
0,2021-03-02,04:16:48
0,2021-03-02,01:30:42
0,2021-03-02,04:47:57
0,2021-03-02,08:15:36
0,2021-03-02,02:43:22
0,2021-03-02,00:07:39
0,2021-03-02,06:42:09
0,2021-03-02,09:17:52
0,2021-03-02,05:29:29
0,2021-03-02,09:07:30
0,2021-03-02,07:54:49
0,2021-03-02,07:44:26
0,2021-03-02,09:59:24
0,2021-03-02,00:07:39
0,2021-03-02,06:42:09
0,2021-03-02,04:06:25
0,2021-03-02,06:00:38
0,2021-03-02,10:09:47
0,2021-03-02,07:44:26
0,2021-03-02,05:29:29
0,2021-03-02,06:11:01
0,2021-03-02,09:38:38
0,2021-03-02,05:08:43
0,2021-03-02,01:30:42
0,2021-03-02,04:27:11
0,2021-03-02,08:57:07
0,2021-03-02,08:05:13
0,2021-03-02,09:28:15
0,2021-03-02,07:23:40
0,2021-03-02,04:47:57
0,2021-03-02,07:13:17
0,2021-03-02,07:34:03
0,2021-03-02,05:19:06
0,2021-03-02,05:50:15
0,2021-03-02,06:31:46
0,2021-03-02,05:39:52
0,2021-03-02,06:52:32
0,2021-03-02,06:21:23
0,2021-03-02,07:02:55
0,2021-03-02,10:30:33
0,2021-03-02,09:07:30
0,2021-03-02,08:25:58
0,2021-03-02,04:16:48
0,2021-03-02,09:59:24
0,2021-03-02,04:37:34
0,2021-03-02,10:40:56
0,2021-03-02,02:43:22
0,2021-03-02,08:36:21
0,2021-03-02,00:49:10
0,2021-03-02,09:17:52
0,2021-03-02,03:56:02
0,2021-03-02,08:46:44
0,2021-03-02,07:54:49
0,2021-03-02,09:49:01
0,2021-03-02,03:24:53
0,2021-03-02,08:15:36
0,2021-03-02,10:20:11
0,2021-03-02,23:49:58
0,2021-03-02,23:39:35
1,2021-03-02,00:18:02
1,2021-03-02,01:09:56
1,2021-03-02,02:22:37
1,2021-03-02,02:32:59
1,2021-03-02,02:12:13
1,2021-03-02,01:20:19
1,2021-03-02,03:14:30
1,2021-03-02,01:51:28
1,2021-03-02,01:41:05
1,2021-03-02,00:59:33
1,2021-03-02,03:14:30
1,2021-03-02,04:58:20
1,2021-03-02,01:51:28
1,2021-03-02,02:32:59
1,2021-03-02,02:12:13
1,2021-03-02,01:20:19
1,2021-03-02,01:41:05
1,2021-03-02,01:09:56
1,2021-03-02,00:59:33
1,2021-03-02,03:45:39
1,2021-03-02,03:35:16
1,2021-03-02,00:18:02
1,2021-03-02,02:22:37
1,2021-03-02,01:51:28
1,2021-03-02,03:45:39
1,2021-03-02,02:32:59
1,2021-03-02,01:09:56
1,2021-03-02,02:12:13
1,2021-03-02,00:59:33
1,2021-03-02,01:41:05
1,2021-03-02,03:14:30
1,2021-03-02,00:18:02
1,2021-03-02,01:20:19
1,2021-03-02,03:35:16
1,2021-03-02,04:58:20
1,2021-03-02,02:22:37
1,2021-03-02,22:26:54
1,2021-03-02,22:37:17
1,2021-03-02,22:47:40
2,2021-03-02,02:53:45
2,2021-03-02,02:53:45
2,2021-03-02,10:51:19
2,2021-03-02,02:53:45
2,2021-03-02,10:51:19
2,2021-03-02,22:58:03
2,2021-03-02,22:06:09
2,2021-03-02,23:29:12
3,2021-03-02,11:01:42
3,2021-03-02,11:01:42
5,2021-03-02,11:22:28
5,2021-03-02,11:22:28
5,2021-03-02,21:55:46
7,2021-03-02,11:43:14
7,2021-03-02,23:18:49
14,2021-03-02,12:45:31
17,2021-03-02,13:16:39
17,2021-03-02,12:55:54
17,2021-03-02,13:06:16
17,2021-03-02,21:45:23
18,2021-03-02,13:37:26
18,2021-03-02,13:27:02
50,2021-03-02,13:47:50
55,2021-03-02,15:42:01
56,2021-03-02,14:18:57
58,2021-03-02,14:39:43
58,2021-03-02,14:29:20
59,2021-03-02,15:00:29
59,2021-03-02,14:50:07
61,2021-03-02,15:21:15
61,2021-03-02,16:02:47
61,2021-03-02,15:52:24
61,2021-03-02,15:10:52
63,2021-03-02,16:33:55
64,2021-03-02,16:23:32
66,2021-03-02,16:54:41
256,2021-03-03,19:23:07
4,2021-03-03,11:04:48
4,2021-03-03,11:04:48
6,2021-03-03,11:35:56
8,2021-03-03,01:13:01
8,2021-03-03,01:02:38
8,2021-03-03,01:02:38
8,2021-03-03,01:13:01
8,2021-03-03,01:13:01
8,2021-03-03,01:02:38
8,2021-03-03,11:46:19
10,2021-03-03,11:56:42
11,2021-03-03,12:07:05
12,2021-03-03,12:27:51
12,2021-03-03,12:17:28
13,2021-03-03,12:38:14
21,2021-03-03,14:32:25
22,2021-03-03,14:22:02
23,2021-03-03,14:53:12
23,2021-03-03,15:03:35
68,2021-03-03,17:08:43
69,2021-03-03,16:58:37
73,2021-03-03,16:47:23
90,2021-03-03,17:28:55
95,2021-03-03,17:39:18
132,2021-03-03,18:00:04
135,2021-03-03,17:49:41
150,2021-03-03,18:10:27
161,2021-03-03,18:20:50
178,2021-03-03,18:31:13
219,2021-03-03,18:51:59
236,2021-03-03,19:02:21
251,2021-03-03,19:12:44
262,2021-03-03,19:54:16
265,2021-03-03,19:43:53
267,2021-03-03,20:04:40
85,2021-03-03,21:27:42
140,2021-03-03,21:17:20
169,2021-03-03,21:06:57
203,2021-03-03,20:56:33
223,2021-03-03,20:46:12
232,2021-03-03,20:35:48
246,2021-03-03,20:25:25
251,2021-03-03,20:15:02
13,2021-03-03,21:58:51
13,2021-03-03,21:48:28
0,2021-03-03,00:31:30
0,2021-03-03,01:23:24
0,2021-03-03,02:46:27
0,2021-03-03,00:41:53
0,2021-03-03,02:36:05
0,2021-03-03,03:07:13
0,2021-03-03,00:52:15
0,2021-03-03,03:27:59
0,2021-03-03,06:45:14
0,2021-03-03,07:06:00
0,2021-03-03,07:16:25
0,2021-03-03,00:41:53
0,2021-03-03,04:40:40
0,2021-03-03,04:51:03
0,2021-03-03,10:44:02
0,2021-03-03,09:52:07
0,2021-03-03,09:31:22
0,2021-03-03,08:29:03
0,2021-03-03,06:24:29
0,2021-03-03,06:55:37
0,2021-03-03,00:52:15
0,2021-03-03,08:49:50
0,2021-03-03,08:18:41
0,2021-03-03,02:36:05
0,2021-03-03,10:02:30
0,2021-03-03,09:10:36
0,2021-03-03,05:22:11
0,2021-03-03,04:30:17
0,2021-03-03,09:00:13
0,2021-03-03,10:23:16
0,2021-03-03,04:09:31
0,2021-03-03,00:31:30
0,2021-03-03,03:59:08
0,2021-03-03,05:11:49
0,2021-03-03,07:47:32
0,2021-03-03,06:14:06
0,2021-03-03,10:33:39
0,2021-03-03,09:41:45
0,2021-03-03,04:19:54
0,2021-03-03,06:03:43
0,2021-03-03,07:26:46
0,2021-03-03,01:23:24
0,2021-03-03,08:39:28
0,2021-03-03,02:46:27
0,2021-03-03,10:12:53
0,2021-03-03,03:07:13
0,2021-03-03,05:42:57
0,2021-03-03,05:32:34
0,2021-03-03,07:37:09
0,2021-03-03,03:38:23
0,2021-03-03,03:27:59
0,2021-03-03,06:34:52
0,2021-03-03,09:20:59
0,2021-03-03,05:53:20
0,2021-03-03,05:01:26
0,2021-03-03,07:57:55
0,2021-03-03,08:08:18
0,2021-03-03,04:51:03
